,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
1267,"['Kokhou', 'Gnar']","['demolisher544', 'Evelynn']","['kellits', 'Kalista']","['redow', 'Tristana']","['yebotezivot', 'Janna']","['HTT Gang', 'Fiora']","['GCO lému', 'FiddleSticks']","['Norata', 'Corki']","['Buyù x Elly', 'Samira']","['thmzdog', 'Morgana']",Victoire des Bleus
1268,"['Kokhou', 'Gnar']","['BlessedBird', 'Shyvana']","['Dellafuente', 'Azir']","['Zhanibaji', 'Ezreal']","['TheDankestHunter', 'Maokai']","['CrazyStun', 'Renekton']","['Lªmp', 'Mordekaiser']","['demolisher544', 'Akali']","['BAG Olinik', 'Kaisa']","['yebotezivot', 'Janna']",Victoire des Bleus
1269,"['Reformed Rentner', 'Aatrox']","['the dyrk', 'Hecarim']","['DIMA IZ AYAYANII', 'Azir']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Yuumi']","['Fukk Logiz', 'Fiora']","['Forced honesty', 'Vi']","['VerpissDich', 'Viktor']","['Kurnoth', 'Samira']","['Fsalker Ti', 'Pyke']",Victoire des Rouges
1270,"['Meeiik', 'Vayne']","['Axis of Awesome', 'Rammus']","['BloDeXx', 'Syndra']","['Avisonix', 'Kalista']","['Ciob', 'Blitzcrank']","['Fr0zenbanana', 'Jayce']","['Dextera Dei', 'MasterYi']","['TiBiKey', 'Malzahar']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1271,"['Out of sorts', 'Darius']","['Ligowiec', 'Nocturne']","['Anagrom', 'Morgana']","['Léon der Prοfi', 'Sivir']","['sadness all day ', 'Heimerdinger']","['Drip', 'Aatrox']","['AE Voidex ', 'Kindred']","['Nizz', 'Lulu']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Soraka']",Victoire des Bleus
1272,"['xihukalnanqiawo', 'TahmKench']","['NivWolf  ÒwÓ', 'Viego']","['nølat', 'Talon']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Lux']","['Pahviboxi', 'Gangplank']","['Capt Katz', 'Evelynn']","['Karrcus', 'Vladimir']","['Léon der Prοfi', 'MissFortune']","['sadness all day ', 'Pyke']",Victoire des Bleus
1273,"['liQs Loulie', 'Ornn']","['liQs Faint', 'Graves']","['Anakın Skywalker', 'Syndra']","['SSJ Rose Trunks', 'Lucian']","['VININE L9', 'Rell']","['Fodbolden', 'Yone']","['KaisuDragon', 'JarvanIV']","['fínd myself', 'Ahri']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1274,"['Crayοns', 'Maokai']","['Crxpe', 'Khazix']","['IllIIIIllIlll', 'Sylas']","['Dancin Triangle', 'Jinx']","['MauroMcFly', 'Taric']","['xXgllcsXx', 'Udyr']","['Mieaz', 'Evelynn']","['OTPWiin', 'Pantheon']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Janna']",Victoire des Rouges
1275,"['grasGcRAVES', 'Shen']","['moistjeez', 'Graves']","['Dubtew', 'Viktor']","['CaitlynOnIy', 'Jinx']","['flake oder so', 'Janna']","['EKO Blacky', 'Mordekaiser']","['lkGatnz', 'Khazix']","['Cardaillac', 'Kaisa']","['b4SE UNREFORMED', 'Jhin']","['yebotezivot', 'Rakan']",Victoire des Bleus
1276,"['Syusuke', 'Vladimir']","['pipou val', 'Rammus']","['Lvl18 Hoothoot', 'Yone']","['Hamza', 'Ezreal']","['FallenHikaru', 'Blitzcrank']","['The Lantern Man1', 'Jax']","['The Cheshire Cat', 'Zac']","['Blueben', 'Velkoz']","['uWillBeSoD1', 'Lucian']","['energydrinker38', 'Nami']",Victoire des Bleus
1277,"['BA2030', 'Aatrox']","['WepsL', 'Zac']","['Lvl18 Hoothoot', 'Yasuo']","['Eıko', 'Soraka']","['Elfixito', 'Senna']","['The Lantern Man1', 'Jax']","['The Cheshire Cat', 'LeeSin']","['Heeeelt Crainyy', 'Leblanc']","['Rick Oshet', 'Kaisa']","['Piercela', 'Nautilus']",Victoire des Bleus
1278,"['Cynax', 'Gragas']","['Ente v1', 'JarvanIV']","['StyLePluz', 'Xerath']","['Ikillit', 'Jhin']","['Kinshaw', 'Heimerdinger']","['The Lantern Man1', 'Jax']","['Chieng Mai', 'Hecarim']","['CN MID KING', 'Galio']","['Unknown404', 'Ziggs']","['Bellotus', 'Janna']",Victoire des Rouges
1279,"['The Lantern Man1', 'Jax']","['gunk', 'LeeSin']","['akaaaaa', 'Akali']","['Ronald1nhoGaucho', 'Ezreal']","['DOBRO ŠTA LAGAN0', 'Karma']","['GroenSteekschuim', 'Aatrox']","['Chieng Mai', 'Udyr']","['Μidgape', 'Leblanc']","['ruep', 'Varus']","['Bellotus', 'Yuumi']",Victoire des Bleus
1280,"['The Lantern Man1', 'Jax']","['YUNG D0G', 'Skarner']","['CN MID KING', 'Sylas']","['SUGURU GETO', 'Varus']","['Zhing Chù ', 'Senna']","['Sleyer', 'Riven']","['00101000', 'Karthus']","['Bullrag', 'Gangplank']","['MrTesto', 'Caitlyn']","['WillbeBto300', 'Renata']",Victoire des Rouges
1281,"['The Lantern Man1', 'Jax']","['kitkame', 'Elise']","['Boku', 'Katarina']","['better ad win', 'Draven']","['Linleyne', 'Lulu']","['ErweiNoTFTaddict', 'Rammus']","['BlizzTheWeeb', 'Shaco']","['eLS Eliogal', 'Vex']","['Lil Kyx', 'Samira']","['KogInYourViJanna', 'Maokai']",Victoire des Rouges
1282,"['RSV CrowMac', 'Poppy']","['Rayleigh', 'Graves']","['artpiece', 'Ryze']","['SCL Valouu', 'Caitlyn']","['de SEBBO', 'Anivia']","['The Lantern Man1', 'Jax']","['Alptwò', 'Karthus']","['Blizzwoop', 'Kled']","['aquaria towers', 'MissFortune']","['Stolensouls', 'Bard']",Victoire des Rouges
1283,"['The Lantern Man1', 'Jax']","['Bögu', 'Sejuani']","['Aestral vX', 'Sylas']","['Wilexinaja', 'Tristana']","['MinnerLetsPlay', 'Blitzcrank']","['Elite imposter', 'Jayce']","['xxWysa', 'Udyr']","['OpeduY', 'Akali']","['felfela ', 'Jhin']","['ALieNNatiøN', 'Brand']",Victoire des Rouges
1284,"['Rudox93', 'Yasuo']","['Boba Trash tea', 'Kayn']","['Idàs', 'Taliyah']","['JUNGLE GAP XD', 'Vayne']","['KΙΚΟ', 'Nami']","['The Lantern Man1', 'Jax']","['The Cheshire Cat', 'Rengar']","['Stytsh', 'Seraphine']","['pluto the racer', 'Caitlyn']","['Deus é TOP', 'Lulu']",Victoire des Rouges
1285,"['The Lantern Man1', 'Jax']","['Alptwò', 'Trundle']","['post vitam', 'Kayle']","['Choc', 'Ashe']","['pečenka', 'Xerath']","['Arkeey43', 'Urgot']","['The Cheshire Cat', 'Zac']","['shinsenkyo', 'Akali']","['go int', 'Lucian']","['Whyx Side', 'Nami']",Victoire des Bleus
1286,"['Javier Peña', 'Neeko']","['huso spiel', 'Graves']","['Kibbylol', 'Vladimir']","['Fruity Fresh', 'Jhin']","['Veldln', 'Bard']","['The Lantern Man1', 'Jax']","['8ELWNAPE8ANWXD', 'Talon']","['Rescar', 'Taliyah']","['ı momo ı', 'Kaisa']","['BeeN Jyy', 'Velkoz']",Victoire des Bleus
1287,"['machine 7', 'Teemo']","['RZN BLACKK5R', 'Udyr']","['SPΕRMATOZORRO', 'Yone']","['yoangi1', 'Aphelios']","['ASP Poisonmyth', 'Nautilus']","['The Lantern Man1', 'Jax']","['Whyx Side', 'Kayn']","['öplkjhgfdsaadsef', 'Akali']","['Zàng', 'MissFortune']","['BeeN Jyy', 'Leona']",Victoire des Bleus
1288,"['Saijax1', 'Poppy']","['Wilkinson Shaver', 'Volibear']","['DΚ ShοwΜaker', 'Syndra']","['SIayerina', 'Ezreal']","['Yuno Gasai', 'Yuumi']","['fłıñn', 'Darius']","['Man0', 'Warwick']","['The Lantern Man1', 'Jax']","['L9 ZXChikatilo', 'Samira']","['Sir BumsdieKröte', 'Rakan']",Victoire des Rouges
1289,"['Uchigatana User', 'Sion']","['8ELWNAPE8ANWXD', 'LeeSin']","['backflip on adc', 'Fizz']","['papi anto', 'Varus']","['aquaria towers', 'Soraka']","['The Lantern Man1', 'Jax']","['Hazardsoost', 'Kindred']","['DΚ ShοwΜaker', 'Akali']","['SIayerina', 'KogMaw']","['Tronoring', 'Karma']",Victoire des Rouges
1290,"['Uchigatana User', 'Garen']","['Lilac  Lavend', 'Elise']","['Kua', 'Zoe']","['SparoCaldoGG', 'Ezreal']","['Tronoring', 'Sona']","['The Lantern Man1', 'Jax']","['NoHumanlnMaster', 'MonkeyKing']","['Andy Larkin', 'Viktor']","['aquaria towers', 'MissFortune']","['Sir BumsdieKröte', 'Rakan']",Victoire des Bleus
1291,"['walk by my side', 'Rumble']","['MILF 1 KM AWAY', 'Diana']","['SasuKevin', 'Viktor']","['Broadbacked ADC', 'Sivir']","['aiyisuifengqi', 'Renata']","['The Lantern Man1', 'Jax']","['Ovetto Kìndred', 'Talon']","['ttbke', 'Cassiopeia']","['Crimsen', 'Kaisa']","['VININE Philly', 'Nautilus']",Victoire des Rouges
1292,"['The Lantern Man1', 'Jax']","['Secred', 'Rengar']","['Gingarino', 'Anivia']","['Snemes', 'Caitlyn']","['IllIlIIllll', 'Janna']","['Saragusa25N', 'Illaoi']","['IHWA', 'Viego']","['CracklingEnigma', 'Ziggs']","['REASXN', 'Kaisa']","['Kid Doffy', 'Nautilus']",Victoire des Bleus
1293,"['Naloty', 'Renekton']","['kenny el loco', 'Viego']","['404 Johαn', 'Akali']","['pgdjjmp', 'Kaisa']","['EGIRL DESTROYERR', 'Thresh']","['The Lantern Man1', 'Jax']","['PointCheck', 'Belveth']","['Gingarino', 'Anivia']","['CANWlN', 'Twitch']","['404 Zyres', 'Pyke']",Victoire des Rouges
1294,"['Sotez', 'Ornn']","['FF Zeralo', 'Kayn']","['Innó', 'Kassadin']","['Garizanta', 'Aphelios']","['indomi', 'Soraka']","['The Lantern Man1', 'Jax']","['le beugate', 'Karthus']","['RCG Dhjens', 'Ahri']","['LETS GÔ G2', 'Tristana']","['Kerryco', 'Nami']",Victoire des Rouges
1295,"['PuMnN', 'Jax']","['Btw Kayn is Uwu', 'Hecarim']","['SUGURU GETO', 'Karthus']","['Terrorister', 'Kaisa']","['Asvii', 'Leona']","['The Lantern Man1', 'Garen']","['miracleW3', 'Rengar']","['Agentex', 'Cassiopeia']","['Teroba', 'Ezreal']","['Kerryco', 'Morgana']",Victoire des Bleus
1296,"['ILoveGooooooold', 'Darius']","['ƒar', 'Karthus']","['freggy', 'Anivia']","['pgdjjmp', 'Kaisa']","['MrPucciLucci', 'Pantheon']","['The Lantern Man1', 'Jax']","['onelastgrind', 'Viego']","['Smooth Guy', 'Syndra']","['END IT NOW', 'Lucian']","['LFT Toto', 'Nami']",Victoire des Rouges
1297,"['The Lantern Man1', 'Jax']","['onelastgrind', 'Hecarim']","['FakePINKwings', 'Orianna']","['END IT NOW', 'Kaisa']","['NotoriousDZ', 'Nami']","['Achille Léxilé', 'Gragas']","['Cavaradossi', 'Qiyana']","['IntingMidSince97', 'Fizz']","['pgdjjmp', 'Lucian']","['LasseChooChoo', 'Zilean']",Victoire des Rouges
1298,"['The Lantern Man1', 'Jax']","['GØD ØF ØBLIVIØN', 'Ekko']","['S4V4', 'Yone']","['pgdjjmp', 'Lucian']","['PM 4 ELO BOOOST', 'Nami']","['Why Ward', 'Shen']","['BabaSmurf', 'Talon']","['Naloty', 'Sylas']","['tidra', 'Karthus']","['Sana OwO', 'Blitzcrank']",Victoire des Bleus
1299,"['Etonim', 'Zed']","['Son Of Rammus', 'Rammus']","['slepac', 'LeeSin']","['Papadodi', 'Vayne']","['AAO Prolex', 'Nami']","['The Lantern Man1', 'Jax']","['Yoshioka Seijuro', 'Kindred']","['I Zed u 15 It', 'Garen']","['Ichiran Ramen', 'Seraphine']","['Kamel', 'Sona']",Victoire des Bleus
1300,"['The Lantern Man1', 'Jax']","['Spirittap', 'XinZhao']","['Aivis o7', 'Sylas']","['Ayanokoji AD', 'Kaisa']","['Skymunk', 'Taric']","['Hiroshi Shiro', 'Gwen']","['Cracker Island', 'MasterYi']","['Kündzior123', 'Fizz']","['No canicule BZH', 'Ezreal']","['Belarus Warrior', 'Renata']",Victoire des Rouges
1301,"['L9 ShenAbuser', 'Shen']","['Cracker Island', 'MasterYi']","['ƒƒƒƒłłłƒƒƒƒ', 'Kassadin']","['Unholy Kiyo', 'Jinx']","['vANEZ Z', 'Soraka']","['The Lantern Man1', 'Jax']","['DTM Dae', 'Vi']","['REMYdonteatPOO', 'Yone']","['EΧO', 'Draven']","['Kemestartwi', 'Leona']",Victoire des Bleus
1302,"['The Lantern Man1', 'Jax']","['xPsychoAzael', 'FiddleSticks']","['Stangerino', 'Tristana']","['Shokram', 'Xayah']","['coffee enjοyer', 'Lulu']","['Toplaner IRL', 'Nasus']","['Spuuner', 'Skarner']","['Denannanda', 'Leblanc']","['Gerudo VaIIey', 'Nilah']","['Stytsh', 'Sona']",Victoire des Bleus
1303,"['The Lantern Man1', 'Jax']","['WESH VIEUX CHAT', 'Zed']","['Der Mützenmann', 'Syndra']","['lil skviik', 'Tristana']","['Ceannor', 'Taliyah']","['Kiffstep', 'Riven']","['GŤK', 'Belveth']","['Stangerino', 'Ahri']","['AiLuen', 'Kaisa']","['Albó', 'Sett']",Victoire des Bleus
1304,"['The Lantern Man1', 'Jax']","['ELLER YUKARI', 'Belveth']","['BeardedSaitama', 'Zed']","['Rheuss', 'Ziggs']","['Le Haxu', 'Blitzcrank']","['Forrest Gump', 'Illaoi']","['Juzni Vetar', 'Hecarim']","['LeIouch', 'Zoe']","['Loosa Q', 'Caitlyn']","['0rbis', 'Karma']",Victoire des Rouges
1305,"['The Lantern Man1', 'Jax']","['BblythewDj', 'Kindred']","['WESH VIEUX CHAT', 'Ahri']","['Buoy Smiles', 'Sivir']","['Kino2213', 'Yuumi']","['aiyisuifengqi', 'Aatrox']","['ILOVETHISGAME69', 'Khazix']","['RatZxMid', 'Syndra']","['Jôhji', 'Kaisa']","['TwTvGGeneral754', 'Lulu']",Victoire des Rouges
1306,"['WolfieLikesRaves', 'Trundle']","['Lord Teejay', 'Hecarim']","['Usan san', 'Yasuo']","['Le Haxu', 'Heimerdinger']","['UOL Marc mit C', 'Janna']","['The Lantern Man1', 'Garen']","['BLÃZE', 'Rengar']","['rybka kiwi', 'Ahri']","['Kirito1er', 'Tristana']","['RevivaI', 'Karma']",Victoire des Bleus
1307,"['The Lantern Man1', 'Jax']","['Kerol', 'Hecarim']","['Aivis o7', 'Zilean']","['POPROCKET', 'Caitlyn']","['Boöoö', 'Lux']","['Sacpleuweuw', 'Shen']","['Lilac  Lavend', 'Elise']","['Oristolfo', 'Yone']","['Slaven Boba', 'Kaisa']","['Cølin', 'Rell']",Victoire des Rouges
1308,"['The Lantern Man1', 'Jax']","['BoB maley Faruk', 'Evelynn']","['VINKO RETURNS', 'Yasuo']","['LL Bayerisch', 'Jinx']","['Boqlubez', 'Maokai']","['Arduin', 'Volibear']","['Vaalouu', 'Diana']","['Vistaro77', 'Azir']","['Dør', 'Jhin']","['Die Athanasia', 'Zyra']",Victoire des Bleus
1309,"['The Lantern Man1', 'Jax']","['Nihiro', 'Khazix']","['rigged Coinflip', 'Anivia']","['My name is Issei', 'Xayah']","['Control Gameplay', 'Rakan']","['Doneleno', 'Fiora']","['BabaSmurf', 'Hecarim']","['spinto1V9', 'Viktor']","['most valuable p1', 'Samira']","['IllIlIIllll', 'Janna']",Victoire des Bleus
1310,"['The Lantern Man1', 'Jax']","['Lilac  Lavend', 'Zed']","['XTreeRexX', 'Viktor']","['BestAatroxEUWest', 'Twitch']","['Luukk', 'Yuumi']","['Dyamondis', 'Sona']","['Evionadzizzy', 'Gragas']","['e iθ', 'Qiyana']","['Aphneius', 'Lucian']","['eX Maokai', 'Nami']",Victoire des Rouges
1311,"['Lord Flipper', 'Fiora']","['Sriffow', 'Graves']","['lestyl', 'Akali']","['ATN Khaydarin', 'Lucian']","['IllIlIIllll', 'Nami']","['The Lantern Man1', 'Jax']","['bicas64', 'Nocturne']","['RRRRRXXXX7II', 'Leblanc']","['adrianlaneitor', 'Twitch']","['SUPPENJOYERXD99', 'Janna']",Victoire des Rouges
1312,"['VOTO DI RESA', 'Sion']","['ping on chat off', 'Graves']","['qianwanliqi', 'Kassadin']","['trigger happy27', 'Lucian']","['ChrisDahl', 'Nami']","['The Lantern Man1', 'Jax']","['wufeng', 'Nidalee']","['temphvkfzoyihlsg', 'Syndra']","['m7m7m7m7', 'MissFortune']","['9xz', 'Amumu']",Victoire des Rouges
1313,"['thetruetrollking', 'Shen']","['EssenceBleu', 'Viego']","['lestyl', 'Akali']","['Ayanokoji AD', 'Varus']","['FalconPaunch', 'Nami']","['The Lantern Man1', 'Jax']","['Deep ln Missery ', 'Hecarim']","['xDxDxDxDxDxDlol', 'Malzahar']","['Vikouš', 'Kaisa']","['VOTO DI RESA', 'Neeko']",Victoire des Rouges
1314,"['BrK Goldstrike', 'Gangplank']","['dia 4 gatekeeper', 'Graves']","['the inexcusable ', 'Syndra']","['Ayanokoji AD', 'Lucian']","['TheRealVaJanna', 'Nami']","['The Lantern Man1', 'Jax']","['0NLY i M4TTER', 'LeeSin']","['ricochet', 'Viktor']","['GoDB1eSSeD', 'Caitlyn']","['S Q', 'Renata']",Victoire des Rouges
1315,"['1111uhceL', 'Sejuani']","['Meth Magician', 'Ekko']","['Infinite Ocean', 'Syndra']","['Jôhji', 'Kaisa']","['L9GBT RAF Camora', 'Lulu']","['The Lantern Man1', 'Jax']","['gcxfbjncvcvbgddh', 'Khazix']","['Hunter 177 Mo', 'Heimerdinger']","['DJany', 'Jhin']","['TheRealVaJanna', 'Ashe']",Victoire des Bleus
1316,"['ChEnWE1', 'Jayce']","['Jesuscpev', 'FiddleSticks']","['Labo Member', 'Syndra']","['Ximaynalhash', 'Xayah']","['DHL Driver xx', 'Rakan']","['The Lantern Man1', 'Jax']","['OrâcIe', 'Karthus']","['Arcαne', 'Corki']","['Intel Arc 770', 'Caitlyn']","['HeS Kux', 'Janna']",Victoire des Rouges
1317,"['Chogath Bot', 'Darius']","['akkie1', 'Diana']","['LOOΠΔTIC', 'Akali']","['LFT Forced2', 'Lucian']","['aylsbee', 'Nami']","['The Lantern Man1', 'Jax']","['Vysotzky mam cie', 'Kayn']","['ΛTOΝΕMEΝΤ', 'Aatrox']","['korean pipinos', 'Ahri']","['Lotus ln Cranium', 'Janna']",Victoire des Bleus
1318,"['The Lantern Man1', 'Jax']","['MASTÈR ŸI', 'Belveth']","['auxbujax', 'Syndra']","['Bíek', 'Twitch']","['Janna Terrorist ', 'Janna']","['Csidgeron', 'Udyr']","['AUAUAUAUAU', 'Warwick']","['cralan1', 'Diana']","['OOOOOOOOOHOH', 'Kaisa']","['Kassyain', 'Lulu']",Victoire des Bleus
1319,"['getcan', 'Garen']","['WP YOU INTED', 'Hecarim']","['Erdemuke', 'Sylas']","['Lâdvii', 'Kaisa']","['Oscar Ng', 'Zyra']","['The Lantern Man1', 'Jax']","['Wàrzo', 'Nocturne']","['Bad Player v2', 'Katarina']","['HondaCivicCoup98', 'Jhin']","['Kenty Domas', 'Xerath']",Victoire des Rouges
1320,"['NobodyS', 'Riven']","['Test Subject L9', 'Hecarim']","['ti vorrei amare', 'Fizz']","['dogmini', 'Kaisa']","['Popcornchicks', 'Blitzcrank']","['The Lantern Man1', 'Jax']","['Kungfuxiongmao', 'Kayn']","['konyalıshowmaker', 'Syndra']","['shig7tsu', 'Kalista']","['Jace Herondale', 'Soraka']",Victoire des Rouges
1321,"['MistaBoonga', 'Mordekaiser']","['Elusive Clown', 'DrMundo']","['drug taker', 'Aatrox']","['YellowToaster42', 'Kaisa']","['Zu An Tian Xin', 'Blitzcrank']","['The Lantern Man1', 'Jax']","['Arkani', 'Kindred']","['L4xusDreyar', 'Anivia']","['Young AngeI', 'Tristana']","['TDC Akiles', 'Morgana']",Victoire des Rouges
1322,"['The Lantern Man1', 'Jax']","['Cpt Adonis', 'Volibear']","['MIDLANE DISEASE', 'Cassiopeia']","['yyhlhs', 'Vayne']","['Fishjob Enjoyer ', 'Soraka']","['Flotan x3', 'Garen']","[' BrzinacReborned', 'Belveth']","['ÐSWL', 'Veigar']","['te pup', 'Ezreal']","['Kotlár Security', 'Bard']",Victoire des Rouges
1323,"['The Lantern Man1', 'Jax']","['Asumasar', 'Ekko']","['WinPourLaDaronne', 'Katarina']","['HEC Eugene ', 'Kaisa']","['Reefjo', 'Zilean']","['NotchatOnlyfocus', 'Aatrox']","['Kotlár Security', 'LeeSin']","['LlorandoEnLaLimo', 'Viktor']","['FéniX v2', 'Twitch']","['ÐSWL', 'Janna']",Victoire des Bleus
1324,"['FEEL N0THING', 'Shen']","['Reichsleiter', 'Shyvana']","['Miracle Runner', 'Lissandra']","['God Han Wenqing ', 'Ezreal']","['Jae', 'Sona']","['The Lantern Man1', 'Jax']","['Ereboss1337', 'Vi']","['2D is buff', 'Taliyah']","['TopGMental', 'Xayah']","['Pjush', 'Senna']",Victoire des Bleus
1325,"['The Lantern Man1', 'Jax']","['Average Clown ', 'Shaco']","['abu shabula', 'Kassadin']","['SZEEEEEEEEFITOXD', 'Ashe']","['Never skip legs', 'Lulu']","['Uchigatana User', 'Sion']","['lccylt', 'Karthus']","['Xrtuu', 'Malzahar']","['kill my sup plz', 'Ezreal']","['FEEL N0THING', 'Bard']",Victoire des Bleus
1326,"['weaksidersex69', 'Aatrox']","['ZoulouVeineu', 'Nunu']","['MeowingDuck420', 'Viktor']","['TumbleGuys', 'Lucian']","['PM 4 ELO BOOOST', 'Blitzcrank']","['The Lantern Man1', 'Jax']","['MitkoCallsAt3AM', 'FiddleSticks']","['NonimoEUW', 'Leblanc']","['TryToStopMeee', 'Vayne']","['HTS023', 'Nami']",Victoire des Rouges
1327,"['zhugemeng', 'Malphite']","['Crimson Kindred', 'Kindred']","['TheImmovableOzen', 'Kassadin']","['cosmoo', 'Draven']","['Friix', 'Lulu']","['The Lantern Man1', 'Jax']","['Ar Unleash ', 'Viego']","['Dark Lux Simp', 'Pantheon']","['sex haver', 'Aphelios']","['Alphà', 'Lux']",Victoire des Bleus
1328,"['Lasulius', 'Fiora']","['SANlC', 'Kayn']","['Xrtuu', 'Malzahar']","['Vaissuli', 'Tristana']","['Impredictible', 'Nami']","['The Lantern Man1', 'Jax']","['Awoken Infinity', 'Shaco']","['Rinnêgan', 'Syndra']","['sex haver', 'Aphelios']","['Alïsan', 'Thresh']",Victoire des Bleus
1329,"['Black Capybara', 'Ornn']","['Vecd', 'Karthus']","['jag eir law', 'Syndra']","['Jhin is ma bae', 'Jhin']","['300 AerCrysis ', 'Thresh']","['The Lantern Man1', 'Jax']","['Gó cömït Díë', 'Talon']","['I LOVE SUMIKA', 'Viktor']","['Uloper', 'Zoe']","['S3rious Jok3r', 'Zyra']",Victoire des Bleus
1330,"['Kuang Xiao U', 'Sett']","['Dhalianoir', 'Khazix']","['Chain Gap', 'Sylas']","['Spøtlight', 'Jinx']","['Plusmaa', 'Zilean']","['The Lantern Man1', 'Jax']","['Côte de Méduse', 'Ivern']","['ANGELDUST 222', 'Viktor']","['KolliArvoitus', 'Kaisa']","['Jonperi', 'Rell']",Victoire des Bleus
1331,"['Kaîdø', 'DrMundo']","['BabaSmurf', 'Hecarim']","['Mentalt', 'Kassadin']","['Sucré Calienté', 'Nilah']","['Fıdd', 'Leona']","['The Lantern Man1', 'Jax']","['TheRealSphinx', 'Talon']","['LΣVIΛTHΛN', 'Akali']","['Wolfsurfer', 'MissFortune']","['KOREAN SUPPORT1', 'Nautilus']",Victoire des Bleus
1332,"['The Lantern Man1', 'Jax']","['reaper on horse', 'Hecarim']","['DomeYoru', 'Sylas']","['TDC Akiles', 'Ezreal']","['Toni v2', 'Sona']","['Schwabbelmadron', 'Mordekaiser']","['Lenni1', 'Trundle']","['XristosVogiatzis', 'Heimerdinger']","['ΦεξεεξεΦ', 'Twitch']","['GRP aChuckArell', 'Lulu']",Victoire des Rouges
1333,"['TGF Fox', 'Chogath']","['Shït', 'Graves']","['Rutisfolio', 'Leblanc']","['Allanokoji', 'Ezreal']","['Cpt Hero', 'Zilean']","['The Lantern Man1', 'Jax']","['Mimolettus', 'Belveth']","['DomeYoru', 'Sylas']","['Meveo', 'Caitlyn']","['U51zb16Ieb', 'Senna']",Victoire des Rouges
1334,"['The Hornny Goat', 'Ornn']","['me muero ayuda', 'Ekko']","['Dizzmass', 'Syndra']","['BBEMERGENCYSRY', 'Aphelios']","['Cudå', 'Karma']","['The Lantern Man1', 'Jax']","['the god of essa', 'Lillia']","['LetsBlameMid', 'Sylas']","['Legenduri', 'Lucian']","['SuperXD12', 'Nami']",Victoire des Rouges
1335,"['cowTard', 'Mordekaiser']","['TsarCanyaIntAcc', 'Kindred']","['Tronchmsur', 'Ekko']","['FreeParking', 'Kaisa']","['Miguel Manchot', 'Blitzcrank']","['The Lantern Man1', 'Jax']","['s3s3 glee glee', 'Hecarim']","['Jacques Sparrow', 'Syndra']","['ACBB KINGMANDELA', 'Kalista']","['sC Kanay', 'Morgana']",Victoire des Rouges
1336,"['GeraldinevJx', 'Gangplank']","['v1VuU', 'Elise']","['follow my lead', 'Pyke']","['Portego', 'Ashe']","['pejersaasej123', 'Karma']","['The Lantern Man1', 'Jax']","['Snepex', 'MonkeyKing']","['Mxxnxx', 'Lucian']","['ΦεξεεξεΦ', 'Twitch']","['Elogluten', 'Yuumi']",Victoire des Bleus
1337,"['The Lantern Man1', 'Jax']","['EzrieL9', 'Talon']","['stiIl toxic', 'Ekko']","['Zestoust', 'Kaisa']","['Wαitrose', 'Janna']","['Laast Dance', 'Fiora']","['silvers escapee', 'Sejuani']","['Mils mid', 'Akali']","['Lagercrantz', 'Aphelios']","['Lfosioraver', 'Zilean']",Victoire des Rouges
1338,"['The Lantern Man1', 'Jax']","['IDZAFHRZGJHK', 'Hecarim']","['Bdd wannabe', 'Akali']","['afsdasdafas', 'Xayah']","['Ayezhzz', 'Zilean']","['Achille Léxilé', 'Sion']","['Ma10as', 'Graves']","['BWE Henra', 'Azir']","['birrinhas', 'Kaisa']","['mymentalisgone', 'Leona']",Victoire des Bleus
1339,"['The Lantern Man1', 'Jax']","['Kinpakuno', 'FiddleSticks']","['0711 Pusher', 'Azir']","['Jihai', 'Lucian']","['The Warder', 'Yuumi']","['Weakside Pengito', 'Malphite']","['Koczis', 'Belveth']","['Emir of Dubai', 'Viktor']","['iziii', 'MissFortune']","['Hazardsoost', 'Pyke']",Victoire des Bleus
1340,"['The Lantern Man1', 'Jax']","['Courgettisation', 'FiddleSticks']","['sourcemane', 'Vex']","['Simizz', 'Kaisa']","['OUTTA THIS WORLD', 'Pyke']","['The Hornny Goat', 'Ornn']","['SnoÛwÛx', 'Rengar']","['UUZ', 'Viktor']","['BEHEAD RAAJNAG', 'Draven']","['Bob Minion', 'Amumu']",Victoire des Bleus
1341,"['Minbalrum', 'Kennen']","['Dwill', 'Kayn']","['Unstoppablepain0', 'Zed']","['Te7ze', 'MissFortune']","['PPK Cloud', 'Lulu']","['The Lantern Man1', 'Jax']","['Lenni1', 'Kindred']","['BDR Sukehiro', 'Viktor']","['Garizanta', 'Aphelios']","['PLowSurfer', 'Nautilus']",Victoire des Rouges
