,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
2675,"['Raichu InComing', 'Fiora']","['YIGACHAD666', 'MonkeyKing']","['PiKaZYZZ', 'Sylas']","['KINGSIZEP5', 'Brand']","['Imaqtpyke', 'Pyke']","['troll déspair', 'Mordekaiser']","['DOGS YARO', 'Kayn']","['DeXTTeil', 'Cassiopeia']","['RawbinIV AD acc', 'Kaisa']","['3rd arm 4 my pp', 'Renata']",True
2676,"['Rammus Enjoy3r', 'Yone']","['Raichu InComing', 'Qiyana']","['PiKaZYZZ', 'Syndra']","['Kögöcs paresu ', 'Varus']","['NarnourAtSupp', 'Yuumi']","['Pankiu', 'Lillia']","['EJSKJUB', 'Belveth']","['UnderwrId', 'Zed']","['espoty9', 'Samira']","['November Rainnn', 'Rell']",True
2677,"['ekstreme eskild', 'Akshan']","['Mmitomonyle', 'Diana']","['Γeminisce', 'Graves']","['Lοst in dreams', 'Aphelios']","['Mightyboosh', 'Yuumi']","['Wings of ice', 'Ornn']","['Raichu InComing', 'LeeSin']","[' L9 WHITE TEA ', 'Cassiopeia']","['PiKaZYZZ', 'Ezreal']","['tempkakhbrkziwyf', 'Senna']",False
2678,"['Yank1', 'Fiora']","['Raichu InComing', 'Zed']","['PiKaZYZZ', 'Vladimir']","['Ruler69', 'Varus']","['Old Shatterhand', 'Thresh']","['EynesiLee', 'Jayce']","['xPhoe', 'Talon']","['GOING 4 CHALL', 'Irelia']","['Sarmert', 'Ezreal']","['TeletubbyOnCrack', 'Swain']",True
2679,"['quadra12', 'Rammus']","['Euw worst elo', 'Graves']","['top gap pls ff', 'Azir']","['sonnyrotmiller', 'Twitch']","['Niose07', 'Yuumi']","['Raichu InComing', 'Kayle']","['SpiderQueenGohma', 'Mordekaiser']","['PiKaZYZZ', 'Tryndamere']","['natsch5', 'Vayne']","['HoldingHostage', 'Shaco']",True
2680,"['oispa tehoo xD', 'Illaoi']","['Moe 1v9', 'Zed']","['Peaky Blindersss', 'Gangplank']","['Faboschka', 'Samira']","['FLDSMDFR enjoyer', 'Yuumi']","['Raichu InComing', 'Darius']","['Viking Abuser', 'Olaf']","['PiKaZYZZ', 'Sylas']","['GokuFlash', 'KogMaw']","['SaraGZ01', 'Lulu']",True
2681,"['espat', 'Jax']","['OtomaiY', 'MasterYi']","['giga gap mid', 'Leblanc']","['NJNL Teser', 'Vayne']","['NJNL Mordecei', 'Lulu']","['Raichu InComing', 'Yone']","['Droca', 'Singed']","['PiKaZYZZ', 'Syndra']","['PMU Zaki ', 'Ezreal']","['FLDSMDFR enjoyer', 'Renata']",False
2682,"['OMG First Dogs', 'Shyvana']","['Vi3gô', 'Viego']","['Not Marionet', 'Vladimir']","['Eqínox ', 'Lucian']","['Bear IronHide', 'Yuumi']","['PiKaZYZZ', 'Tryndamere']","['Raichu InComing', 'Zed']","['Demaniam', 'Cassiopeia']","['DrewxXaSa', 'MissFortune']","['Kazuya Míshima', 'Amumu']",False
2683,"['C9 Last Shadow', 'DrMundo']","['redbullape 2006', 'Zed']","['G2 Skyite', 'Syndra']","['DrewxXaSa', 'Zeri']","['KaterineVilla', 'Yuumi']","['Raichu InComing', 'Sett']","['EIdîn', 'Khazix']","['PiKaZYZZ', 'Sylas']","['Immanuelsickkant', 'Varus']","['Tjursnopp', 'Lux']",True
2684,"['Quavõ', 'Ornn']","['HOF Lampshade', 'Hecarim']","['Alexandre Iche', 'Viktor']","['HarrietiBvHiO', 'Aphelios']","['Kokainarienv0gel', 'Yuumi']","['Raichu InComing', 'Fiora']","['S04 Gumayusi', 'Camille']","['PiKaZYZZ', 'Sylas']","['Immanuelsickkant', 'Caitlyn']","['Lulu Kom Trikru', 'Lux']",False
2685,"['TsunaMi2Sperm', 'KSante']","['HOF Lampshade', 'Ekko']","['Alexandre Iche', 'Nocturne']","['Jang Uk', 'Xayah']","['Hanouna Fanboy', 'Rakan']","['Raichu InComing', 'Fiora']","['no alla meloni', 'Graves']","['PiKaZYZZ', 'Sylas']","['herman rhuner', 'Kaisa']","['FARK okuF', 'Renata']",False
2686,"['LIMIT TEST1', 'Irelia']","['bbtheking', 'RekSai']","['Mazingara', 'Katarina']","['destroglier', 'Kaisa']","['Hiei SSJ God', 'Alistar']","['Raichu InComing', 'Sett']","['Geirmµ', 'XinZhao']","['PiKaZYZZ', 'Sylas']","['Goth Boi Click', 'Nilah']","['Basher Henr1k', 'Brand']",False
2687,"['WPN Cippek', 'Vladimir']","['Dudizzz', 'Khazix']","['calima', 'Irelia']","['KC Sam', 'Kaisa']","['Skorpek', 'Maokai']","['Taxevader69', 'Teemo']","['GW Wooz', 'LeeSin']","['Raichu InComing', 'Ekko']","['Sodegod', 'Tristana']","['SuperLove', 'Nami']",True
2688,"['Hav67', 'Yasuo']","['Bersêrk', 'MonkeyKing']","['KC moi le fion', 'Sylas']","['redartniw', 'Ezreal']","['Σnigmª', 'Heimerdinger']","['Sauerkrautblitz', 'KSante']","['Raichu InComing', 'Zed']","['Real1st1c', 'Ryze']","['Heetoh', 'Caitlyn']","['CPTPepSparrow', 'Xerath']",False
2689,"['llIllIIIlIlIIlIl', 'Aatrox']","['Kovαts', 'Zed']","['Ekkonomen', 'Akali']","['Gimmer', 'Kaisa']","['Yerubim', 'Soraka']","['NaphsikasFillAcc', 'Urgot']","['st1990', 'MonkeyKing']","['Raichu InComing', 'Lux']","['Chin Chao Mongol', 'Lucian']","['Bubblelift', 'Nami']",True
2690,"['TRAFIQUANT2BEUH', 'Volibear']","['st1990', 'MonkeyKing']","['Raichu InComing', 'Ekko']","['CHÆWON', 'Kaisa']","['FîreByrd', 'Ornn']","['Puehrito', 'Sett']","['Harror', 'DrMundo']","['GOOD MID', 'Sylas']","[' Ðorian', 'Draven']","['Ayls', 'Janna']",True
2691,"['RIP Fußmann', 'Gwen']","['st1990', 'XinZhao']","['Raichu InComing', 'Sylas']","['Chin Chao Mongol', 'Kalista']","['Bubblelift', 'Renata']","['Coolsheep', 'Jax']","['Maiori Zerozaki', 'Nocturne']","['Svensu', 'Orianna']","['G3T0UT0FMYH3ADXD', 'Lucian']","['jestem sliczny', 'Nami']",False
2692,"['Captain Zaebumba', 'Camille']","['Becuzacan', 'Zac']","['1vs9 Techno Udyr', 'Ahri']","['Raichu InComing', 'Ezreal']","['MrRedslime', 'Bard']","['Héraclèss', 'Sion']","['aninha linda', 'Rengar']","['int ill run it', 'Katarina']","['Honigdachs65', 'Kaisa']","['Anibee', 'Nami']",True
2693,"['Sahnekapsel69', 'Kayle']","['aninha linda', 'Rengar']","['int ill run it', 'Katarina']","['Julaweru', 'Aphelios']","['imnotyourbunny', 'Janna']","['Sywyn Amakiir', 'Sion']","['0jbk', 'LeeSin']","['FaceBaIIs', 'Fizz']","['Raichu InComing', 'Kaisa']","['abrantess', 'Bard']",True
2694,"['the tripple kill', 'Chogath']","['TaeYongP', 'FiddleSticks']","['sqter', 'Akali']","['Apdo Dupa', 'Sivir']","['Krunlion', 'Bard']","['Ayase7Eli', 'Sejuani']","['Gweenblade', 'JarvanIV']","['Raichu InComing', 'Viktor']","['Férnerud', 'Caitlyn']","['stewie2k2', 'Pyke']",True
2695,"['moehu', 'Aatrox']","['old76', 'Ekko']","['haremkönigxd', 'Sylas']","['Apdo Dupa', 'Sivir']","['dawnlike97', 'Soraka']","['Ayase7Eli', 'Sejuani']","['PuMnN', 'LeeSin']","['Raichu InComing', 'Qiyana']","['harcsa', 'Samira']","['Poder de cervezo', 'Yuumi']",False
2696,"['26102019', 'Riven']","['Silverath', 'RekSai']","['account nmbr 88', 'Twitch']","['xhdcdbh', 'Draven']","['Kenker', 'Sona']","['Zurla', 'Camille']","['Blue Pedro', 'Udyr']","['Raichu InComing', 'Fizz']","['Kolandore', 'Caitlyn']","['chantanou', 'Braum']",True
2697,"['NGU HuaiHuai', 'Sett']","['naosabe', 'Amumu']","['HeresyX', 'Ekko']","['imtkl', 'Kaisa']","['GeneralDelta', 'Pyke']","['Reformed Crabcho', 'Riven']","['PO0PEATER', 'Shaco']","['Raichu InComing', 'Sylas']","['AngerfistLover', 'Draven']","['chantanou', 'Nautilus']",False
2698,"['General Li Xin', 'KSante']","['Ranie1980', 'Diana']","['Raichu InComing', 'Viktor']","['The BDSM Queen', 'Sivir']","['chantanou', 'Leona']","['ItsILiador', 'Jax']","['Daenavia', 'XinZhao']","['Zeepow', 'Ahri']","['Eyes on mine', 'Kaisa']","['killgamer37', 'Rakan']",False
2699,"['Raichu InComing', 'Fiora']","['Alverya', 'Evelynn']","['NSM SprInta', 'Syndra']","['Cialliles', 'Ezreal']","['Kioutso', 'Heimerdinger']","['The Sandy Ravage', 'Akshan']","['fIame dragon', 'Rammus']","['IIIIIIIlIIIIlII', 'Fizz']","['Fnatic Bang2', 'Caitlyn']","['moeffman', 'Karma']",False
2700,"['Raichu InComing', 'Darius']","['L9 SIGMAMALE L9', 'Zed']","['MλN SebitasAF', 'Kassadin']","['amalfi citrus', 'Tristana']","['H4rdylicious', 'Bard']","['I am Anivia', 'Anivia']","['KEBINO', 'Graves']","['DEMÖN TIME', 'Ekko']","['Last Clash', 'Jinx']","['fruitycarrots', 'Pantheon']",False
2701,"['st1990', 'Garen']","['Potormaid', 'Elise']","['Raichu InComing', 'Velkoz']","['zooohdod', 'Ezreal']","['master soon xd', 'Ashe']","['Barry Scheetzak', 'Ornn']","['Cosmic Silence', 'Kayn']","['hasbulla fan', 'Akali']","['Vincent Martino', 'Caitlyn']","['Reyzoasda', 'Heimerdinger']",False
2702,"['Tavaa', 'Kled']","['PROWLERHACK', 'Udyr']","['SUCK Y0UR SOUL', 'TwistedFate']","['Vincent Martino', 'Tristana']","['ωoοƒ', 'Brand']","['st1990', 'Garen']","['Tricacole', 'Evelynn']","['Raichu InComing', 'Zed']","['DraKite', 'Ezreal']","['Salty Viki', 'Karma']",True
2703,"['st1990', 'Garen']","['PROWLERHACK', 'Udyr']","['Raichu InComing', 'Ekko']","['DΚ Canyon', 'Kaisa']","['TI ALLO NA KANW', 'Karma']","['Tavaa', 'Kled']","['R1CKIII', 'Ivern']","['Schou', 'Katarina']","['GUIGUAI', 'Caitlyn']","['ωoοƒ', 'Senna']",True
2704,"['st1990', 'Garen']","['Nolok', 'Kayn']","['Raichu InComing', 'Cassiopeia']","['shang wu xin', 'Aphelios']","['Salty Viki', 'Lulu']","['LegendaryOneee', 'Jax']","['Aidamák', 'Shaco']","['Sobotkas Haustür', 'Anivia']","['Londer v2', 'Varus']","['Jmork', 'Janna']",True
2705,"['Le bro Mehdi', 'Jax']","['Mooonday', 'Ekko']","['Thundermar', 'Garen']","['JeIIay', 'Draven']","['wish u tbh', 'Pyke']","['st1990', 'DrMundo']","['tko survivor', 'Taric']","['Raichu InComing', 'Yone']","['Goth Boi Click', 'Seraphine']","['Meksa  babySaken', 'Karma']",True
2706,"['JohnnLeeSinz', 'Vayne']","['Ulfríc', 'Kindred']","['Pedro el ganador', 'Lucian']","['Vegan Waffle', 'Tristana']","['DW Dram', 'Ashe']","['st1990', 'Garen']","['Support 1st', 'Rammus']","['Raichu InComing', 'Leblanc']","['kajkajkajkaj', 'MissFortune']","['NeverLookOverMe', 'Karma']",False
2707,"['st1990', 'Garen']","['GIazurnik', 'Nocturne']","['Raichu InComing', 'Sylas']","['Aldenwor', 'Aphelios']","['all lying', 'Yuumi']","['xXxMxHxXx', 'Yone']","['reaxons', 'Khazix']","['SFS jumper', 'Kassadin']","['latte', 'Twitch']","['Rátmo', 'Lulu']",False
2708,"['KalouMan', 'KSante']","['Potormaid', 'Kindred']","['Quadadulahma', 'Viktor']","['Brudigem', 'Ezreal']","['Bournee', 'Blitzcrank']","['Raichu InComing', 'Sett']","['i love pps ', 'Kayn']","['KC Lesage', 'Vladimir']","['random ďickhead', 'Sivir']","['SchmackesLi', 'Renata']",False
2709,"['Raichu InComing', 'Aatrox']","['PleaseDonate', 'XinZhao']","['KC Lesage', 'Viktor']","['JDGHope1', 'Seraphine']","['Haseng', 'Sona']","['KalouMan', 'KSante']","['SsEpsi fan acc', 'Kindred']","['MID IMPACT 666', 'Sylas']","['Limmint testing', 'Caitlyn']","['SpTc', 'Zyra']",True
2710,"['γεωργιος', 'Malphite']","['WalkeraZnR', 'Lillia']","['TheSimpleMeths', 'Zed']","['NingoPingo', 'Caitlyn']","['AIber', 'Lux']","['Raichu InComing', 'Fiora']","['JonasHorn', 'Kayn']","['KC Lesage', 'Viktor']","['Shimomura Izumi', 'Ezreal']","['DoMeDirtyMommy', 'Soraka']",False
2711,"['Raichu InComing', 'Yone']","['drip abuser', 'Kindred']","['KC Lesage', 'Viktor']","['NingoPingo', 'Kaisa']","['AIber', 'Zyra']","['dopnamidu', 'Renekton']","['DAMWON KIA Deft', 'Khazix']","['Vencindr', 'Syndra']","['Némaii', 'Caitlyn']","['Capitaine crabe', 'Lux']",True
2712,"['CausticBeast', 'Yorick']","['Shadοwned', 'Vi']","['xDPettersmart69', 'Sylas']","['Barsick', 'Varus']","['H4rdylicious', 'Bard']","['Raichu InComing', 'Irelia']","['703', 'Talon']","['KC Lesage', 'Viktor']","['wittman wannabe', 'Tristana']","['5038', 'Blitzcrank']",True
2713,"['iXstepXi', 'Akali']","['24th Assonance', 'Graves']","['FARK Slasher', 'Veigar']","['ewqeqw', 'Caitlyn']","['Breitaršch', 'Lissandra']","['Raichu InComing', 'Yone']","['tempxrpwljvuvngt', 'Viego']","['KC Lesage', 'Viktor']","['Yunu', 'Ezreal']","['The Smart Carry', 'Bard']",False
2714,"['Boeckle InLove', 'Lillia']","['Madowenati', 'Zac']","['KC Lesage', 'Vladimir']","['Carogon', 'Kaisa']","['Raichu InComing', 'Pyke']","['sick thoughts', 'MonkeyKing']","['CoratWyOrYou', 'Hecarim']","['Ičy', 'Karma']","['Zéro tout', 'Lucian']","['PYOSIK MINDSET', 'Nami']",False
2715,"['MLN Mgumbi', 'Renekton']","['BABYGOHARDCORE', 'Nidalee']","['GIN Richter', 'Corki']","['Olateroi', 'Lucian']","['Train Çonductor', 'Nami']","['Raichu InComing', 'Sett']","['ImSoNEET', 'Shyvana']","['KC Lesage', 'Vladimir']","['Zhushakae', 'Kaisa']","['ATEA DàniFuFuù', 'Nautilus']",False
2716,"['KC Lesage', 'Vladimir']","['Lw Alpha', 'Viego']","['Fráz', 'Ryze']","['Raichu InComing', 'Ezreal']","['21Alex', 'Janna']","['JeIIay', 'Warwick']","['Feringen', 'Graves']","['6WithMyWoes', 'Malzahar']","['PEL just Oliver', 'Jinx']","['Keep Yrslf Safe', 'Lulu']",True
2717,"['William Hardy', 'Jayce']","['Tinymeatboy', 'Amumu']","['Abraham Lincoln', 'Syndra']","['Head1', 'Varus']","['ZYZZ x KAARAI', 'Leona']","['hamzajouma10', 'Darius']","['RIP MY LP', 'Warwick']","['Raichu InComing', 'Yasuo']","['Enberg', 'Twitch']","['chantanou', 'Pyke']",False
2718,"['chantanou', 'Olaf']","['Gummibär', 'LeeSin']","['Raichu InComing', 'Sylas']","['ELF Valin', 'Ezreal']","['Wadget', 'Heimerdinger']","['Schwertmagier', 'Mordekaiser']","['Vulturinae', 'Vi']","['NiceMidMeta', 'Viktor']","['Misscallon', 'Sivir']","['DerakhiI', 'Karma']",False
2719,"['SHB Ruffy', 'Sett']","['tvjxrp', 'Volibear']","['UOL Sudifash', 'Syndra']","['LUSCHE', 'Kaisa']","['UOL Tiax', 'Xerath']","['Raichu InComing', 'Yone']","['Castięl', 'Hecarim']","['suzeRRR', 'Azir']","['LolGamaren', 'Jhin']","['chantanou', 'Blitzcrank']",False
2720,"['Raichu InComing', 'Sett']","['Rextadark', 'Viego']","['Poulaito', 'Veigar']","['kownatka', 'Kaisa']","['chantanou', 'Nautilus']","['1493151988', 'Renekton']","['BananenEis OTP', 'Hecarim']","['MarchMallows', 'Syndra']","['Forangon', 'Samira']","['Yaelmon', 'Shaco']",True
2721,"['Raichu InComing', 'Yone']","['T1 JUGKING', 'Elise']","['KC Lesage', 'Viktor']","['LMS Mario29c', 'Tristana']","['cursed acc x', 'Lulu']","['HOΜO', 'Renekton']","['l WILL GAP', 'Hecarim']","['TSS X IRay', 'Zoe']","['Rozeal', 'Samira']","['Shocksnock', 'Rell']",True
2722,"['JΑZ', 'Ornn']","['sylk3y', 'Rammus']","['I Press R gg ', 'Malzahar']","['Floyd das Babes', 'Vayne']","['LuisaYhEEAA', 'Lulu']","['Raichu InComing', 'Olaf']","['T1 JUGKING', 'LeeSin']","['KC Lesage', 'Viktor']","['LegitLucky', 'Sivir']","['cursed acc x', 'Nami']",False
2723,"['Raichu InComing', 'Garen']","['Wacym', 'Graves']","['Arkance', 'Zilean']","['aeym', 'Syndra']","['chantanou', 'Blitzcrank']","['uplemmag', 'Nasus']","['N7766 8844', 'Khazix']","['Hui Alx', 'Leblanc']","['LoLRising', 'Caitlyn']","['NRG GRANDMA JOJO', 'Swain']",False
2724,"['Lo Fang', 'Cassiopeia']","['Overcome5', 'Khazix']","['Raichu InComing', 'Garen']","['tzoljgqb', 'Kaisa']","['chantanou', 'Twitch']","['Kapliczan potasu', 'Kayle']","['BananenEis OTP', 'Volibear']","['Zoedophile', 'Yasuo']","['MarnoTrawcaTlenu', 'Caitlyn']","['milenka', 'Karma']",False
2725,"['Orkmagni', 'Vayne']","['L9 DARKGORMIT', 'Talon']","['aamuanu', 'Syndra']","['Crimson Fcker', 'Varus']","['Light n Dark', 'Karma']","['Raichu InComing', 'Garen']","['apxr', 'Viego']","['Mizuryù', 'Sylas']","['Bizkitto', 'Draven']","['chantanou', 'Nautilus']",False
2726,"['Raichu InComing', 'Garen']","['Le monkeii', 'Kindred']","['Winter Season', 'Kassadin']","['SkyisOver', 'Sivir']","['chantanou', 'Twitch']","['fritzx', 'Teemo']","['BBC EMPlRE', 'Zac']","['bjipsfgbs', 'Cassiopeia']","['BBC Jolilo', 'Kaisa']","['NPCs Keeper', 'Janna']",True
2727,"['Orkmagni', 'Yone']","['raflist62', 'Graves']","['Nawilooo', 'Zed']","['aamuanu', 'Tristana']","['Stay Foxi', 'Zyra']","['Araxaz', 'Renekton']","['Raichu InComing', 'Hecarim']","['bjipsfgbs', 'Cassiopeia']","['FlashSaaDe', 'Vayne']","['chantanou', 'Renata']",True
2728,"['PoroKamï', 'Olaf']","['Zweeps', 'Ivern']","['Raichu InComing', 'Katarina']","['LinkX20', 'Ashe']","['chantanou', 'Yuumi']","['Síríυs', 'Aatrox']","['Shibzz', 'RekSai']","['Nectarios', 'Ahri']","['hisham v9', 'Twitch']","['Lulufu', 'Lulu']",False
2729,"['Eet Oranj', 'Malphite']","['42 x 10', 'Nidalee']","['Ferbijs', 'Cassiopeia']","['Eleneide', 'Twitch']","['1v9 mąchine', 'Yuumi']","['sirro0ster', 'Kled']","['Châra', 'Graves']","['Raichu InComing', 'Sylas']","['Spank me Zyzz', 'Tristana']","['chantanou', 'Leona']",False
2730,"['UzumakiWeeaboo', 'Sion']","['Kámîkáze', 'Udyr']","['Oliasticc', 'Teemo']","['Apfelwein', 'Samira']","['Shâdôx', 'Leona']","['LaJumentDeMichao', 'Kayle']","['Châra', 'Graves']","['Winter Season', 'Talon']","['Raichu InComing', 'Kaisa']","['chantanou', 'Alistar']",True
2731,"['sorakas egirl', 'Soraka']","['HolyLucifer', 'Kayn']","['Raichu InComing', 'Fizz']","['zaiwanhui1', 'Samira']","['chantanou', 'Nautilus']","['1351818', 'Aatrox']","['AvgTopG', 'Belveth']","['matkajulka', 'Syndra']","['RonzZzV', 'Kaisa']","['Samsara', 'Janna']",False
2732,"['DisciplinedTop', 'Urgot']","['WhoΙe Lotta Red', 'Ekko']","['Raichu InComing', 'Qiyana']","['FestGruby', 'Caitlyn']","['chantanou', 'Blitzcrank']","['Synileath', 'Akshan']","['G2 Elyoyα', 'Elise']","['clark2', 'Viktor']","['ADC Q8', 'Lucian']","['Lishenna', 'Nami']",True
2733,"['Kung Julio', 'KSante']","['BEASTMENTAL69', 'Lillia']","['WAO EN LEGENDEE', 'Karma']","['Maca is my Dog', 'Draven']","['Smaam', 'Pantheon']","['TyroneStoleMyElo', 'Gangplank']","['Metinisbetter', 'Hecarim']","['Raichu InComing', 'Sylas']","['Jaké Tyler', 'Xayah']","['chantanou', 'Rakan']",True
2734,"['ZyzzL3gend', 'Jax']","['Raichu InComing', 'Viego']","['KC Lesage', 'Vladimir']","['Cool guy 699', 'Caitlyn']","['ByMelonn', 'Sona']","['Yisack', 'Aatrox']","['Z Pegaso', 'Graves']","['ΤKillJoys', 'Lissandra']","['Fine With Me', 'MissFortune']","['Lil Nas X Hemme ', 'Renata']",False
2735,"['gajtan is back', 'Aatrox']","['astharoth fan', 'RekSai']","['Seifzone', 'Zilean']","['LightYagamui', 'Samira']","['suppJJ', 'Rakan']","['DRUTUTT FANBΟY', 'Riven']","['pabsfb', 'FiddleSticks']","['MeanstreamGG', 'Zed']","['DRX MentaI', 'Viktor']","['Rated S', 'Nami']",True
2736,"['Mid Lane Lose', 'Garen']","['Kim Geοn Bu', 'Evelynn']","['Nayor', 'Pyke']","['Victim Zero', 'Kaisa']","['Rated S', 'Karma']","['BANNED lRL', 'Ryze']","['Ruined Tamashi', 'MonkeyKing']","['Seifzone', 'Zilean']","['dubysa', 'Draven']","['SomeoneHasToLose', 'Syndra']",True
2737,"['illusinist10', 'Jax']","['SSQ Xaragonas', 'Khazix']","['Hui Alx', 'Sylas']","['Cocaïne ADC', 'Caitlyn']","['Trys4', 'Lux']","['AnyMommyFixMee', 'Viego']","['Ruined Tamashi', 'Volibear']","['Seifzone', 'Vex']","['Voggo101', 'KogMaw']","['Saifogeo98', 'Janna']",True
2738,"['Melodic', 'Riven']","['300 Element', 'Rumble']","['A Boat of Dreams', 'Kassadin']","['bAvsz', 'Sivir']","['Heartless Zyra', 'Soraka']","['Kuang Xiao U', 'Jax']","['Sp1ritGG', 'Diana']","['Seifzone', 'Syndra']","['Opa Knackƒaust', 'Caitlyn']","['Æšterłønœń', 'Karma']",False
2739,"['Qiyana is my gff', 'Akali']","['NoChatNotilt XD', 'Kindred']","['probarly dia 4', 'Katarina']","['taf buttman acc', 'Samira']","['Ylateter', 'Janna']","['Melodic', 'Fiora']","['300 Element', 'MonkeyKing']","['Seifzone', 'Viktor']","['Opa Knackƒaust', 'Swain']","['Hwang Yeji LOML ', 'Gragas']",True
2740,"['Toufik leDocteur', 'Singed']","['Ruined Tamashi', 'MonkeyKing']","['Seifzone', 'Swain']","['Eltigrehuevn', 'Jhin']","['autοmne', 'Brand']","['resilience32', 'Viego']","['saveyourtears9', 'Lillia']","['IRoyalty', 'Katarina']","['FNC ELOSANTA', 'Ezreal']","['Elosanta jgl acc', 'Nami']",False
2741,"['Yraconolaur', 'Fiora']","['Ruined Tamashi', 'MonkeyKing']","['Seifzone', 'Azir']","['Kral Batuyan', 'Samira']","['Cathybipy', 'Thresh']","['48l', 'Darius']","['anjamen', 'Elise']","['GodFana v2', 'Lux']","['hsn1975', 'Lucian']","['Simrine', 'Nami']",True
2742,"['Buggeee', 'Gangplank']","['Ruined Tamashi', 'Viego']","['Seifzone', 'Syndra']","['Asokura', 'Tristana']","['Aglaxas', 'Ashe']","[' LukiSteνe', 'Jax']","['Leo Cristóvão', 'Hecarim']","['Small Clock', 'Orianna']","['Paxii', 'Varus']","['SAG Lubeax', 'Karma']",False
2743,"['Stuvini', 'Irelia']","['tempmnmtkshfzgqn', 'Udyr']","['Seifzone', 'Swain']","['Pelas', 'Lucian']","['TrogIodyte', 'Nami']","['Rinwo', 'KSante']","['Gum Gum Rocket', 'Zac']","['GothAnnieSinner', 'Annie']","['TwinJet', 'Kaisa']","['AF Pogerhontas', 'Renata']",False
2744,"['BikL', 'Riven']","['Ama Pioute', 'Maokai']","['Seifzone', 'Viktor']","['Kαzhel', 'Jinx']","['Misshi', 'Sona']","['1723569815623', 'Camille']","['jeaaovp', 'RekSai']","['Osarierrayel', 'Sylas']","['Syusuke', 'Caitlyn']","['Oompa Loompa IRL', 'Janna']",False
2745,"['REALDrainerx', 'DrMundo']","['B V 11', 'Trundle']","['jeaaovp', 'Syndra']","['Gert Glied', 'Twitch']","['Øttø Apøcalypse', 'Nami']","['UNKILLABLE GOD', 'Gangplank']","['Ama Pioute', 'Maokai']","['Seifzone', 'Viktor']","['TRÛNKS', 'Kalista']","['H3dIund', 'Karma']",False
2746,"['Otten', 'Soraka']","['EzCodebreaker', 'FiddleSticks']","['Im the BAD Guyyy', 'Talon']","['Seigneur Gusteaû', 'Caitlyn']","['blinkesko', 'Senna']","['JE FORGE', 'Renekton']","['Empereur David', 'Udyr']","['paddyvgm', 'Zoe']","['Gwinrese', 'Varus']","['Dertfire2', 'Nautilus']",True
2747,"['Morgustella', 'Mordekaiser']","['ragëbeat enjoyër', 'Graves']","['Death maker 45', 'Syndra']","['Ialdabaôth', 'Draven']","['dadedidodu', 'Blitzcrank']","['Mõõn', 'DrMundo']","['Empereur David', 'Elise']","['raggarpipey', 'Sylas']","['Xio wi zan', 'Lucian']","['her bubu', 'Nami']",False
2748,"['Néxúé', 'Quinn']","['Empereur David', 'Nocturne']","['TOWERPILOT', 'Karthus']","['skarmania', 'Varus']","['Ewa Dietzenbach', 'Renata']","['Abelaam', 'Garen']","['Vegan Toplane', 'Shyvana']","['CSG Keos', 'Twitch']","['Tropa', 'Corki']","['Pénton', 'Sona']",False
2749,"['Thromli', 'Olaf']","['Jgl Teacher', 'LeeSin']","['L9 Child Eater', 'Leblanc']","['Etmlien', 'Vayne']","['Empereur David', 'Pyke']","['Harveyy Specter', 'Sion']","['bsch', 'Viego']","['PRłN', 'Akali']","['feeubaom', 'Varus']","['Jellorelira', 'Maokai']",False
2750,"['PKB Dovah', 'Jayce']","['No Chat Allowed', 'MonkeyKing']","['Black AI', 'TwistedFate']","['feeubaom', 'Samira']","['Magic Thumb', 'Thresh']","['4ãM', 'Jax']","['Wieszczka', 'Nocturne']","['Empereur David', 'Cassiopeia']","['Vrµno', 'Ezreal']","['Logobi', 'Syndra']",False
2751,"['Taiqeri', 'Jax']","['Empereur David', 'Viego']","['Only 151 Pokemon', 'Rammus']","['aamuanu', 'Lucian']","['Jarvankong', 'Nami']","['IM A SPORT MOTOR', 'Fiora']","['yzmxkjmd', 'Kayn']","['pakuhale', 'Akali']","['Nightmare386', 'Varus']","['LordHvatitGavkat', 'Karma']",True
2752,"['ECO ProxerWaffel', 'KSante']","['DTR BelloMain', 'Sylas']","['LightWorkerr', 'Yone']","[' Ðaddy with whip', 'Kaisa']","['reformed i think', 'Ashe']","['Doul Cat', 'Ornn']","['Empereur David', 'Nocturne']","['Vaasa', 'Vex']","['GEORGEN', 'Xayah']","['fisheko', 'Leona']",False
2753,"['BA2030', 'Aatrox']","['j0hen', 'Lillia']","['Shadowless Odin', 'Zed']","['RySΞ ', 'Ezreal']","['Arro13', 'Heimerdinger']","['Rudyy', 'Yone']","['Reformed Crabcho', 'Evelynn']","['male vex irl', 'Ryze']","['Kim Geοn Bu', 'Varus']","['Empereur David', 'Pyke']",True
2754,"['SupremeLight9812', 'Chogath']","['GBS BUBBLE', 'Sejuani']","['Peter The Feeder', 'Vladimir']","['PŁOCKI KONFIDENT', 'Lucian']","['Empereur David', 'Pyke']","['Rediby', 'Aatrox']","['Jhint ta game', 'Khazix']","['EVO Zer0', 'Ahri']","['hobit34', 'Graves']","['Neryx', 'Nami']",True
